having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
No,,Yes,No,No,No,More than one,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Some links,Reported,Not phish
No,Medium,No,No,Yes,No,More than one,Long,Yes,Yes,Yes,No,Medium,Medium,Empty,No,No,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Not reported,Not phish
No,Short,,No,Yes,No,One,Short,No,No,Yes,Yes,High,Low,Empty,No,Yes,No,No,No,No,No,Short,Yes,High,High,Yes,Two links and above,Not reported,Not phish
Yes,Short,Yes,No,Yes,No,More than one,Short,Yes,Yes,Yes,,Medium,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Some links,Not reported,Not phish
No,Long,Yes,No,Yes,No,More than one,Short,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,No,Yes,No,None,Short,No,No,,Yes,,Low,Empty,No,Yes,No,Yes,Yes,Yes,Yes,Short,,Medium,High,Yes,Two links and above,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,Medium,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,Yes,,Low,Empty,No,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,No,Yes,Yes,No,Low,Low,Empty,Yes,Yes,Yes,Yes,Yes,No,Yes,Short,,Medium,High,Yes,Two links and above,Reported,Not phish
No,Short,,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Low,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Not reported,Not phish
Yes,Long,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,High,Yes,Some links,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Low,Low,Empty,Yes,No,Yes,Yes,Yes,Yes,Yes,Short,Yes,Low,High,,Some links,Not reported,Not phish
Yes,Short,Yes,Yes,,No,One,Long,Yes,Yes,Yes,No,Low,Medium,Empty,,No,No,Yes,Yes,Yes,Yes,Short,Yes,,High,Yes,Some links,Reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Low,Low,Some,No,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Reported,Not phish
No,Short,,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,,Two links and above,Not reported,Not phish
No,Short,No,No,No,No,One,Short,No,No,Yes,No,,,Empty,No,No,Yes,Yes,Yes,No,Yes,Short,No,Low,High,Yes,Two links and above,Not reported,Not phish
No,Short,Yes,No,Yes,No,One,Short,No,No,Yes,Yes,High,Low,Empty,No,Yes,Yes,No,No,No,No,Short,,High,High,Yes,Two links and above,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,Yes,High,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Low,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,Yes,,No,One,Short,Yes,Yes,Yes,No,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Two links and above,Reported,Not phish
No,Long,No,,No,No,One,Short,Yes,Yes,No,Yes,,,Different,Yes,No,Yes,Yes,Yes,Yes,Yes,Long,No,Low,High,No,Two links and above,Reported,Not phish
No,Short,Yes,,Yes,No,One,Long,Yes,Yes,Yes,No,High,Low,Empty,Yes,No,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Not reported,Not phish
No,Short,Yes,No,Yes,No,One,Short,No,No,Yes,No,Low,Low,Different,No,Yes,Yes,Yes,Yes,No,Yes,Short,Yes,Low,High,Yes,Two links and above,Reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Medium,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Some links,Reported,Not phish
No,Short,No,Yes,No,No,One,Short,Yes,Yes,No,,Low,Low,Some,Yes,No,No,Yes,Yes,Yes,Yes,Short,No,Low,High,Yes,Some links,Reported,Not phish
No,Short,Yes,No,Yes,No,One,Long,No,Yes,Yes,No,Low,Low,,,No,No,Yes,Yes,No,Yes,Short,Yes,,High,,Two links and above,Not reported,Not phish
No,Short,,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Low,High,,Some links,Not reported,Not phish
No,Short,,,Yes,No,One,Long,Yes,Yes,Yes,No,Low,,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Two links and above,Reported,Not phish
No,Long,No,No,No,No,One,Short,No,Yes,No,Yes,Low,Low,Empty,Yes,No,No,No,Yes,No,Yes,Long,No,High,High,Yes,Two links and above,Reported,Not phish
No,Long,Yes,No,Yes,No,One,Long,Yes,Yes,Yes,Yes,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,No,Long,Yes,Medium,High,Yes,Some links,Reported,Not phish
No,,No,No,No,No,One,Short,Yes,Yes,No,,Medium,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Long,No,Medium,High,No,Two links and above,Reported,Not phish
Yes,Short,Yes,No,Yes,No,One,Short,Yes,Yes,Yes,No,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,No,Short,Yes,,Low,Yes,Some links,Not reported,Not phish
No,Short,Yes,,Yes,No,One,Long,No,No,Yes,No,Medium,Low,Empty,No,Yes,No,No,Yes,No,No,Short,Yes,Medium,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,No,No,Yes,Yes,Low,Low,Empty,No,Yes,No,Yes,Yes,No,Yes,Short,Yes,Medium,High,Yes,Two links and above,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,,Yes,Two links and above,Not reported,Not phish
No,Short,Yes,,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,,Some,Yes,Yes,No,Yes,Yes,Yes,No,Short,Yes,Low,High,,Two links and above,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,Medium,Low,Some,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Low,Low,Yes,Two links and above,Reported,Not phish
No,Short,No,Yes,No,No,One,Short,Yes,Yes,No,Yes,Low,Low,Empty,Yes,No,No,Yes,Yes,Yes,Yes,Short,No,,High,No,Two links and above,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Low,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,,,High,,Two links and above,Not reported,Not phish
No,Short,Yes,No,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Low,Some,,No,Yes,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,,Low,Different,,Yes,No,Yes,Yes,Yes,Yes,Short,,Low,Low,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,,High,Low,,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,,High,Yes,Some links,Reported,Not phish
No,Long,Yes,No,,No,One,Short,No,Yes,Yes,,,Low,Empty,Yes,Yes,No,Yes,Yes,No,Yes,Long,,Low,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,,Low,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Some links,Reported,Not phish
No,Long,No,No,No,No,One,Short,Yes,Yes,,Yes,Low,Low,Different,Yes,No,No,Yes,Yes,Yes,Yes,,No,Low,High,No,Some links,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,Yes,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,High,,Yes,Some links,Not reported,Not phish
No,Short,,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,Low,High,Yes,Two links and above,Reported,Not phish
No,Long,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Long,Yes,Low,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Medium,Low,Yes,Some links,Reported,Not phish
Yes,Short,Yes,,,No,More than one,Long,Yes,Yes,Yes,No,Low,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Two links and above,Reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,No,No,,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,Low,Yes,Some links,Not reported,Not phish
Yes,Short,Yes,,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Low,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Some links,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Low,Low,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,Low,Yes,Some links,Reported,Not phish
Yes,Long,No,,No,No,More than one,Short,Yes,Yes,No,Yes,High,High,Empty,,No,No,No,Yes,No,Yes,Long,No,High,High,,Some links,Reported,Not phish
No,Short,Yes,No,Yes,No,One,Long,Yes,Yes,Yes,No,High,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,Low,Yes,Some links,Not reported,Not phish
Yes,,Yes,No,Yes,No,One,Long,Yes,Yes,,No,Medium,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Medium,Low,Yes,Some links,Reported,Not phish
Yes,Long,Yes,No,Yes,No,One,Short,Yes,Yes,Yes,Yes,High,Low,Different,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,,Low,Yes,Some links,Reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,High,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,Low,Yes,Some links,Not reported,Not phish
No,Short,Yes,Yes,No,No,One,Long,Yes,Yes,,No,High,,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,,Low,,No links,Not reported,Not phish
No,Short,No,,Yes,No,One,Short,Yes,Yes,No,,Low,Low,Empty,,No,No,Yes,Yes,Yes,Yes,Short,No,Low,High,Yes,Some links,Reported,Not phish
No,Long,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,High,,No links,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,None,Long,Yes,Yes,Yes,Yes,Medium,Low,Some,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Reported,Not phish
No,Long,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,Medium,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,Low,,Some links,Not reported,Not phish
Yes,Short,Yes,Yes,,No,More than one,Long,Yes,Yes,Yes,No,Low,Low,Empty,,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,Low,Yes,Some links,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,Low,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Two links and above,Reported,Not phish
Yes,Short,,Yes,No,No,One,Long,Yes,Yes,Yes,No,Low,Medium,Different,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Reported,Not phish
No,Short,,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Low,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,Low,Low,Yes,Two links and above,Not reported,Not phish
No,Short,Yes,No,Yes,No,One,Long,Yes,Yes,Yes,No,Low,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Two links and above,Not reported,Not phish
No,Short,Yes,,Yes,No,One,Short,Yes,Yes,Yes,Yes,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Reported,Not phish
No,Long,Yes,Yes,,No,One,Short,Yes,Yes,Yes,Yes,,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,No,Yes,Medium,Low,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,,No,Medium,,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,High,,Yes,Two links and above,Reported,Not phish
No,Short,No,No,No,No,One,Short,No,No,No,Yes,Low,High,Empty,No,No,No,No,Yes,No,No,Short,No,Low,High,No,Two links and above,Not reported,Not phish
Yes,Short,,No,Yes,No,One,Short,No,No,,Yes,Low,Medium,Different,No,Yes,No,No,Yes,No,No,,Yes,Medium,High,Yes,Two links and above,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,High,Medium,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,,,High,Yes,Some links,Reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,High,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Two links and above,Reported,Not phish
Yes,Long,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Medium,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Low,Different,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,Low,Yes,Some links,Reported,Not phish
No,Medium,Yes,Yes,Yes,No,One,Short,No,Yes,No,No,Medium,Low,Empty,Yes,Yes,No,No,Yes,No,No,Short,Yes,Medium,High,Yes,Some links,Reported,Not phish
No,,Yes,Yes,,No,One,Long,Yes,Yes,Yes,Yes,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,Low,Yes,Some links,Not reported,Not phish
No,,Yes,Yes,Yes,No,One,Long,Yes,Yes,,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Some links,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Low,Some,,Yes,No,Yes,Yes,Yes,Yes,Short,,Low,High,Yes,Two links and above,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,Medium,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,Low,,Some links,Not reported,Not phish
No,Short,,No,Yes,No,One,Long,No,No,Yes,Yes,Low,High,,No,Yes,No,No,No,No,No,Short,Yes,,High,Yes,Some links,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,,No,Medium,Low,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,,High,Yes,Some links,Not reported,Not phish
No,Short,Yes,No,Yes,No,One,Long,Yes,Yes,Yes,No,Low,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Not reported,Not phish
No,Long,Yes,No,Yes,No,One,Short,Yes,Yes,Yes,Yes,,Medium,Different,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,High,Yes,Some links,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,Yes,,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Two links and above,Reported,Not phish
Yes,Short,Yes,,Yes,No,More than one,Long,Yes,Yes,No,No,Low,Low,Empty,No,No,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,No links,Reported,Not phish
No,,No,Yes,No,No,More than one,Short,Yes,Yes,No,Yes,,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Long,No,High,High,Yes,No links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,More than one,Short,Yes,Yes,Yes,,Medium,Low,Different,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Two links and above,Reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Some links,Not reported,Not phish
No,,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Some links,Reported,Not phish
No,,,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Low,Medium,Different,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Low,Empty,,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,Low,Yes,Two links and above,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,Medium,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,,Yes,No,More than one,Short,Yes,Yes,Yes,Yes,High,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Low,High,Yes,Some links,Reported,Not phish
Yes,Short,Yes,No,Yes,No,More than one,Long,No,No,Yes,Yes,,Low,Empty,No,Yes,No,No,Yes,No,No,Short,Yes,Medium,High,Yes,Some links,Reported,Not phish
Yes,Short,Yes,No,,No,More than one,Short,Yes,Yes,Yes,,,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Some links,Reported,Not phish
No,Short,Yes,,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Some links,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,,Medium,Low,Some,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,High,Yes,Two links and above,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,More than one,Long,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,,Low,High,Yes,Two links and above,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,Low,Yes,Some links,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,,Yes,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,,Two links and above,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Some links,Reported,Not phish
No,Short,Yes,No,Yes,No,One,Short,No,No,Yes,No,,Low,Empty,No,Yes,No,No,Yes,No,No,Short,Yes,Medium,,Yes,Some links,Reported,Not phish
Yes,,Yes,Yes,,No,One,Long,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,,High,High,Yes,Some links,Reported,Not phish
No,Short,Yes,No,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Some links,Reported,Not phish
No,Short,,,Yes,No,One,Long,Yes,Yes,Yes,No,,High,Empty,,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Low,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,Low,Yes,Two links and above,Reported,Not phish
No,,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Low,Low,Empty,,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,Low,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,Low,Yes,Two links and above,Reported,Not phish
No,Short,No,No,No,No,One,Short,No,No,No,No,Low,High,Some,No,No,No,No,No,No,No,,No,High,High,No,Two links and above,Not reported,Not phish
Yes,Long,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Low,Low,Empty,,Yes,No,Yes,Yes,Yes,Yes,Long,Yes,Low,High,Yes,Some links,Not reported,Not phish
Yes,Short,Yes,Yes,Yes,No,None,Short,No,Yes,Yes,No,,,Empty,Yes,Yes,No,No,Yes,No,No,Short,Yes,High,High,Yes,No links,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,No,Low,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,High,Yes,Two links and above,Not reported,Not phish
No,,Yes,Yes,,No,One,Short,Yes,Yes,Yes,Yes,Low,Medium,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Some links,Not reported,Not phish
No,Long,No,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Medium,High,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Medium,,Yes,Some links,Reported,Not phish
No,Short,Yes,No,,No,One,Long,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,Low,Yes,Some links,Reported,Not phish
No,Short,,No,Yes,No,One,Short,Yes,Yes,Yes,,Low,,Empty,Yes,Yes,No,Yes,Yes,No,Yes,,Yes,Low,Low,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Low,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,,No,Medium,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Medium,High,Yes,Some links,Not reported,Not phish
No,Long,No,No,No,No,None,Short,No,No,No,Yes,Low,High,Empty,No,No,No,No,No,No,No,Long,No,Low,Low,No,Two links and above,Not reported,Not phish
No,Short,Yes,Yes,Yes,No,None,Long,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,,High,Yes,Two links and above,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Medium,Low,Empty,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Low,High,,Two links and above,Reported,Not phish
No,,Yes,No,Yes,No,One,Short,No,No,Yes,Yes,High,Low,Empty,,Yes,No,No,No,No,No,Short,Yes,Medium,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,Low,Empty,,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Reported,Not phish
No,Short,Yes,Yes,Yes,No,One,Long,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Two links and above,Reported,Not phish
Yes,Short,Yes,Yes,Yes,No,None,Short,Yes,Yes,Yes,Yes,,,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,High,Yes,Some links,Reported,Not phish
No,,Yes,No,Yes,No,None,Long,Yes,Yes,Yes,No,Low,Low,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Low,Low,Yes,Some links,Not reported,Not phish
Yes,,Yes,No,Yes,No,One,Long,No,No,Yes,No,Low,High,Empty,No,Yes,Yes,Yes,Yes,No,Yes,Short,Yes,Low,Low,Yes,Some links,Not reported,Not phish
No,Short,,Yes,Yes,No,One,Short,Yes,Yes,Yes,Yes,Low,,Empty,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Short,Yes,Low,,Yes,Two links and above,Reported,Not phish
Yes,Short,Yes,Yes,Yes,No,One,Short,Yes,Yes,Yes,No,Medium,Medium,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Medium,High,Yes,Some links,Reported,Not phish
No,,,No,Yes,No,One,Short,No,No,Yes,No,Low,Medium,Empty,No,Yes,No,Yes,Yes,No,Yes,Long,Yes,Low,Low,Yes,Some links,Reported,Not phish
No,,,Yes,Yes,No,More than one,Long,Yes,Yes,,No,Medium,High,Empty,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,High,High,Yes,Two links and above,Not reported,Not phish
No,,Yes,Yes,Yes,No,One,Long,Yes,Yes,,No,Medium,Low,,Yes,Yes,No,Yes,Yes,Yes,Yes,Short,Yes,Medium,High,Yes,Two links and above,Not reported,Not phish
